project_name,input_type,category,status,passed_filter,control_aligned,control_requires_iteration,n_control_findings,n_filter_issues,overall_gini,t0_gini,gini_12m,gini_24m,gini_full,insider_share_t0,t0_distributed_share,fairness_drift,stress_pass_rate,stress_passed,year1_inflation_proxy,n_allocations,insider_pct,distributed_pct,team_pct,investor_pct
SolarGrid Energy,structured,Utility,Success,True,True,False,0,0,0.18399999999999994,0.6666666666666667,0.5112426035502964,0.2904347826086957,0.18585858585858595,0.0,1.0,0.29292929292929293,0.8,True,25.185185185185166,5,30.0,70.0,18.0,12.0
MedVault Health,structured,Utility,Success,True,True,False,0,0,0.19999999999999996,0.8,0.4615384615384617,0.2560000000000002,0.2011173184357542,0.0,1.0,0.3463687150837989,0.2,False,95.0,5,35.0,65.0,20.0,15.0
FanToken Sports,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.17200000000000015,0.8,0.5796610169491525,0.17228464419475653,0.17200000000000015,0.0,1.0,0.33,0.6,False,73.52941176470588,5,33.0,67.0,18.0,15.0
DerivaPro Finance,structured,Utility,Success,True,True,False,0,0,0.17999999999999994,0.0,0.5,0.2882352941176469,0.17815126050420171,0.0,0.0,0.3025210084033613,0.8,True,20.0,5,30.0,70.0,15.0,15.0
MeshNet Wireless,structured,Infrastructure,Success,True,True,False,0,0,0.22399999999999998,0.0,0.3256505576208175,0.1689969604863224,0.22399999999999998,0.0,0.0,0.32,1.0,True,17.93333333333333,5,32.0,68.0,20.0,12.0
LendMate Protocol,structured,DeFi,Success,True,True,False,0,0,0.17999999999999994,0.0,0.5534883720930235,0.3111111111111109,,0.0,0.0,0.3585500394011032,1.0,True,15.357142857142858,5,30.0,70.0,15.0,15.0
SwapFlow DEX,structured,DeFi,Success,True,True,False,0,0,0.14000000000000012,0.4571428571428573,0.41355932203389845,0.2724637681159421,0.1478991596638657,0.0,1.0,0.29411764705882354,1.0,True,5.357142857142857,5,30.0,70.0,15.0,15.0
Vault AI Finance,structured,DeFi,Success,True,True,False,0,0,0.24,0.0,0.5666666666666667,0.2588235294117647,,0.0,0.0,0.29411764705882354,1.0,True,15.0,5,25.0,75.0,15.0,10.0
CryptoCredit Hub,structured,DeFi,Success,True,True,False,0,0,0.20399999999999996,0.0,0.32450331125827825,0.16699029126213594,0.20399999999999996,0.0,0.0,0.33,0.8,True,25.166666666666664,5,33.0,67.0,18.0,15.0
FlashSwap Exchange,structured,DeFi,Success,True,True,False,0,0,0.17599999999999993,0.4555555555555555,0.4268456375838927,0.29239766081871355,0.18181818181818188,0.0,1.0,0.2727272727272727,1.0,True,3.4722222222222223,5,28.0,72.0,18.0,10.0
StakingMax Protocol,structured,DeFi,Success,True,True,False,0,0,0.16000000000000014,0.0,0.3157894736842106,0.1777777777777778,0.15798319327731103,0.0,0.0,0.3025210084033614,0.8,True,23.75,5,30.0,70.0,15.0,15.0
BridgeChain Tech,structured,DeFi,Success,True,True,False,0,0,0.23199999999999998,0.0,0.36435643564356446,0.19687500000000036,,0.0,0.0,0.3515625,1.0,True,16.833333333333332,5,30.0,70.0,18.0,12.0
RiskShield Insurance,structured,DeFi,Success,True,True,False,0,0,0.20399999999999996,0.8,0.44221105527638205,0.22446043165467633,0.20399999999999996,0.0,1.0,0.27,0.2,False,176.38888888888889,5,27.0,73.0,15.0,12.0
TradingLeverage Pro,structured,DeFi,Success,True,True,False,0,0,0.17599999999999993,0.613953488372093,0.47102803738317767,0.26111111111111107,0.17599999999999993,0.0,1.0,0.27,1.0,True,24.418604651162788,5,27.0,73.0,15.0,12.0
CryptoQuest Adventure,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.272,0.6666666666666667,0.4372093023255814,0.24,0.272,0.0,1.0,0.3,0.6,False,43.333333333333336,5,30.0,70.0,18.0,12.0
MetaVerse City,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.252,0.0,0.4155844155844157,0.24421052631578943,0.25075630252100845,0.0,0.0,0.3157894736842105,0.8,True,19.25,5,30.0,70.0,18.0,12.0
SoulBound Battles,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.30400000000000005,0.0,0.6476190476190478,0.40760456273764256,,0.0,0.0,0.3422053231939164,0.8,True,15.75,5,30.0,70.0,18.0,12.0
VRChat Token Platform,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.272,0.0,0.4614609571788413,0.3253668763102726,0.27631224764468354,0.0,0.0,0.29350104821802936,0.8,True,19.85,5,27.0,73.0,15.0,12.0
ChampionArena League,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.17200000000000015,0.0,0.5345911949685536,0.2599355531686358,0.17347453353504805,0.0,0.0,0.37056928034371645,0.8,True,15.9,5,33.0,67.0,18.0,15.0
HybridWorld Metaverse,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.28,0.0,0.46516290726817044,0.32064777327935223,0.27903225806451615,0.0,0.0,0.2631578947368421,0.8,True,19.950000000000003,5,24.0,76.0,12.0,12.0
PixelCraft Studios,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.30400000000000005,0.0,0.4467153284671532,0.24960000000000004,0.30400000000000005,0.0,0.0,0.3,0.2,False,34.25,5,30.0,70.0,18.0,12.0
PvP Tournament System,structured,Gaming and Metaverse,Success,True,True,False,0,0,0.30400000000000005,0.0,0.7272727272727273,0.49743589743589745,,0.0,0.0,0.2948717948717949,0.8,True,13.750000000000002,5,22.0,78.0,12.0,10.0
DualChain Interop,structured,Infrastructure,Success,True,True,False,0,0,0.264,0.0,0.35070422535211243,0.22443033246171118,0.264,0.0,0.0,0.2857676503548749,1.0,True,18.933333333333334,5,27.0,73.0,15.0,12.0
DataRegistry Protocol,structured,Infrastructure,Success,True,True,False,0,0,0.14000000000000012,0.0,0.6461538461538463,0.21176470588235308,0.14000000000000012,0.0,0.0,0.42483660130718953,1.0,True,9.75,5,35.0,65.0,20.0,15.0
ValidatorCloud Compute,structured,Infrastructure,Success,True,True,False,0,0,0.276,0.5534246575342465,0.5157894736842106,0.3941690962099125,0.27861198738170345,0.0,1.0,0.2630914826498423,1.0,True,4.10958904109589,5,27.0,73.0,15.0,12.0
RollupSync Scale,structured,Infrastructure,Success,True,True,False,0,0,0.20799999999999996,0.0,0.34545454545454546,0.2183551847437426,0.20799999999999996,0.0,0.0,0.3039332538736591,1.0,True,17.599999999999998,5,27.0,73.0,15.0,12.0
OracleVault Network,structured,Infrastructure,Success,True,True,False,0,0,0.17200000000000015,0.0,0.32067039106145256,0.2129398410896708,0.17200000000000015,0.0,0.0,0.35754824063564133,1.0,True,17.9,5,33.0,67.0,18.0,15.0
VerifyChain Proofs,structured,Infrastructure,Success,True,True,False,0,0,0.18399999999999994,0.48571428571428577,0.44931506849315084,0.3209580838323354,0.18539042821158702,0.0,1.0,0.2947103274559194,1.0,True,4.285714285714286,5,30.0,70.0,18.0,12.0
SovereignNode Mesh,structured,Infrastructure,Success,True,True,False,0,0,0.18399999999999994,0.0,0.46808510638297873,0.12960893854748612,0.18378832423351543,0.0,0.0,0.3016759776536313,1.0,True,11.75,5,30.0,70.0,18.0,12.0
DeFiShield Analytics,structured,Infrastructure,Success,True,True,False,0,0,0.24,0.5066666666666668,0.4774193548387098,0.3710144927536232,0.24605678233438488,0.0,1.0,0.24290220820189273,1.0,True,3.3333333333333335,5,25.0,75.0,15.0,10.0
StoryChain Creator,structured,Social and Content,Success,True,True,False,0,0,0.21599999999999997,0.8,0.4405063291139244,0.2690265486725665,0.2211764705882353,0.0,1.0,0.2638655462184874,0.2,False,128.98550724637678,5,27.0,73.0,15.0,12.0
MusicDAO Collective,structured,Social and Content,Success,True,True,False,0,0,0.272,0.8,0.43453237410071943,0.2920930232558139,0.27474747474747474,0.0,1.0,0.29292929292929293,0.0,False,363.3333333333333,5,30.0,70.0,18.0,12.0
PodcastShare Network,structured,Social and Content,Success,True,True,False,0,0,0.252,0.0,0.4102893890675241,0.2509589041095892,0.252,0.0,0.0,0.3,0.6,False,25.916666666666664,5,30.0,70.0,18.0,12.0
PhotographyRights Token,structured,Social and Content,Success,True,True,False,0,0,0.21599999999999997,0.8,0.4405063291139244,0.2690265486725665,0.2211764705882353,0.0,1.0,0.2638655462184874,0.2,False,128.98550724637678,5,27.0,73.0,15.0,12.0
ResearchFund DAO,structured,Social and Content,Success,True,True,False,0,0,0.252,0.6518518518518519,0.39546313799621946,0.27262044653349027,0.25050505050505056,0.0,1.0,0.32323232323232326,0.6,False,63.27160493827159,5,33.0,67.0,18.0,15.0
CommentaryDAO Consensus,structured,Social and Content,Success,True,True,False,0,0,0.24,0.0,0.42500000000000004,0.29041095890410995,0.238655462184874,0.0,0.0,0.25210084033613445,0.6,False,26.666666666666668,5,25.0,75.0,15.0,10.0
InfluenceShare Platform,structured,Social and Content,Success,True,True,False,0,0,0.20399999999999996,0.0,0.576271186440678,0.27636363636363614,0.20399999999999996,0.0,0.0,0.3,0.8,True,19.666666666666664,5,30.0,70.0,18.0,12.0
CommunityVote Protocol,structured,Social and Content,Success,True,True,False,0,0,0.28800000000000003,0.8,0.45853658536585384,0.309468822170901,0.290909090909091,0.0,1.0,0.2727272727272727,0.2,False,117.42424242424241,5,28.0,72.0,18.0,10.0
ArtSale Marketplace,structured,Marketplace,Success,True,True,False,0,0,0.24,0.0,0.49195402298850577,0.369377990430622,,0.0,0.0,0.31100478468899523,0.6,False,21.75,5,30.0,70.0,15.0,15.0
PhysicalGoods Exchange,structured,Marketplace,Success,True,True,False,0,0,0.14800000000000013,0.0,0.6206896551724139,0.3266055045871561,0.14800000000000013,0.0,0.0,0.33,0.6,False,21.75,5,33.0,67.0,18.0,15.0
ComputeGig Exchange,structured,Marketplace,Success,True,True,False,0,0,0.4675,0.0,0.6845238095238095,0.4849337748344369,0.4675,0.0,0.0,0.27,0.6,False,26.25,8,27.0,73.0,12.0,12.0
LandTitle Registry,structured,Marketplace,Success,True,True,False,0,0,0.24,0.0,0.48607594936708876,0.3754189944134081,0.24537815126050444,0.0,0.0,0.29411764705882354,0.2,False,32.916666666666664,5,30.0,70.0,15.0,15.0
WholesaleHub B2B,structured,Marketplace,Success,True,True,False,0,0,0.19999999999999996,0.0,0.48450704225352115,0.326829268292683,0.2030122591943957,0.0,0.0,0.29702276707530645,0.2,False,29.583333333333332,5,30.0,70.0,20.0,10.0
SkillBarter Exchange,structured,Marketplace,Success,True,True,False,0,0,0.256,0.0,0.7333333333333334,0.43105022831050244,0.2544460794618457,0.0,0.0,0.2724406138322472,0.8,True,18.0,5,27.0,73.0,15.0,12.0
EventTicket DAO,structured,Marketplace,Success,True,True,False,0,0,0.22799999999999998,0.0,0.4519480519480521,0.3391812865497077,0.23030303030303045,0.0,0.0,0.2727272727272727,0.2,False,38.5,5,28.0,72.0,18.0,10.0
EnergyTrading P2P,structured,Marketplace,Success,True,True,False,0,0,0.21599999999999997,0.49444444444444446,0.46442953020134237,0.3251461988304094,0.21818181818181825,0.0,1.0,0.2727272727272727,0.8,True,3.4722222222222223,5,28.0,72.0,18.0,10.0
MedicalData Exchange,structured,Utility,Success,True,True,False,0,0,0.20799999999999996,0.0,0.41095890410958913,0.2315789473684211,0.21010101010101012,0.0,0.0,0.2727272727272727,0.2,False,36.5,5,28.0,72.0,18.0,10.0
IdentityVerify Network,structured,Utility,Success,True,True,False,0,0,0.20399999999999996,0.6285714285714286,0.41879194630872507,0.24909090909090925,0.20606060606060606,0.0,1.0,0.29292929292929293,0.6,False,41.9047619047619,5,30.0,70.0,18.0,12.0
EmissionTracker Protocol,structured,Utility,Success,True,True,False,0,0,0.16000000000000014,0.0,0.5333333333333334,0.2412213740458018,0.16000000000000014,0.0,0.0,0.3,0.8,True,18.75,5,30.0,70.0,15.0,15.0
VotingChain Governance,structured,Utility,Success,True,True,False,0,0,0.21599999999999997,0.8,0.5839721254355401,0.3390300230946883,0.21818181818181825,0.0,1.0,0.2727272727272727,0.6,False,49.479166666666664,5,28.0,72.0,18.0,10.0
QualityAssurance Token,structured,Utility,Success,True,True,False,0,0,0.14000000000000012,0.0,0.36190476190476195,0.20132450331125828,0.1396914446002806,0.0,0.0,0.34782608695652173,0.6,False,26.25,5,35.0,65.0,20.0,15.0
PropertyInsurance Crypto,structured,Utility,Success,True,True,False,0,0,0.14800000000000013,0.0,0.33236151603498554,0.1897882938978832,0.14949494949494957,0.0,0.0,0.32323232323232326,0.4,False,28.583333333333332,5,33.0,67.0,18.0,15.0
CustomerLoyalty Web3,structured,Utility,Success,True,True,False,0,0,0.268,0.0,0.37185929648241234,0.27866323907455026,0.2707070707070707,0.0,0.0,0.2727272727272727,0.2,False,33.166666666666664,5,28.0,72.0,18.0,10.0
WaterRights Trading,structured,Utility,Success,True,True,False,0,0,0.17999999999999994,0.0,0.40000000000000013,0.2081871345029238,0.17877094972067042,0.0,0.0,0.34636871508379885,0.2,False,37.916666666666664,5,35.0,65.0,20.0,15.0
EducationCredit Token,structured,Utility,Success,True,True,False,0,0,0.276,0.0,0.35543175487465195,0.21145584725537003,0.272660181147266,0.0,0.0,0.2717208990271721,0.6,False,23.93333333333333,5,27.0,73.0,15.0,12.0
